#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
# Option settings: hmmsearch --domtblout hmmModels95/d1e5qa1c.2.1.3.out -E 1 hmmModels95/d1e5qa1c.2.1.3.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:39 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1szna1b.71.1.1      -            103 d1ea9c2b.71.1.1.aln  -             90   3.7e-28   93.2   0.1   1   1     1e-29   4.4e-28   93.0   0.1     1    90    13   102    13   102 0.99 -
d1bf2a2b.71.1.1      -            113 d1ea9c2b.71.1.1.aln  -             90   3.1e-24   80.6   9.0   1   1   8.9e-26   3.9e-24   80.3   9.0     2    90     7   106     6   106 0.99 -
d2fhfa4b.71.1.1      -            118 d1ea9c2b.71.1.1.aln  -             90   2.9e-22   74.3   0.1   1   1   7.7e-24   3.4e-22   74.1   0.1     2    90     9   106     8   106 0.98 -
d3bmva3b.71.1.1      -             89 d1ea9c2b.71.1.1.aln  -             90   4.4e-21   70.5   5.1   1   1   1.1e-22   4.8e-21   70.4   5.1     3    87     2    86     1    89 0.97 -
d2guya1b.71.1.1      -             95 d1ea9c2b.71.1.1.aln  -             90   3.4e-20   67.7   0.6   1   1   8.3e-22   3.7e-20   67.6   0.6     5    89     3    86     1    87 0.96 -
d1e43a1b.71.1.1      -             90 d1ea9c2b.71.1.1.aln  -             90   2.2e-19   65.1   2.0   1   1   5.4e-21   2.4e-19   65.0   2.0     2    85     4    87     3    90 0.96 -
d1m7xa2b.71.1.1      -            106 d1ea9c2b.71.1.1.aln  -             90     1e-18   63.0   0.0   1   1   2.6e-20   1.1e-18   62.8   0.0     2    89     5    92     4    93 0.97 -
d1uasa1b.71.1.1      -             89 d1ea9c2b.71.1.1.aln  -             90   2.7e-11   39.2   1.2   1   1   6.4e-13   2.8e-11   39.1   1.2     7    87     8    88     2    89 0.94 -
d1h3ga2b.71.1.1      -             83 d1ea9c2b.71.1.1.aln  -             90   1.2e-10   37.1   0.0   1   1   3.3e-12   1.4e-10   36.8   0.0     4    79     2    80     1    82 0.96 -
d1ua7a1b.71.1.1      -             78 d1ea9c2b.71.1.1.aln  -             90   7.7e-10   34.5   0.8   1   1     2e-11   8.7e-10   34.3   0.8     9    75     9    75     5    78 0.93 -
d1j0ha2b.71.1.1      -             83 d1ea9c2b.71.1.1.aln  -             90     2e-08   30.0   0.0   1   1   4.7e-10   2.1e-08   29.9   0.0     7    82     7    82     1    83 0.94 -
d1ji1a2b.71.1.1      -             83 d1ea9c2b.71.1.1.aln  -             90   2.4e-08   29.7   3.3   1   1   5.9e-10   2.6e-08   29.6   3.3     4    83     2    81     1    83 0.96 -
d1g5aa1b.71.1.1      -             74 d1ea9c2b.71.1.1.aln  -             90   4.4e-07   25.7   0.0   1   1   1.1e-08   4.8e-07   25.6   0.0     6    78     3    74     1    74 0.95 -
d1mxga1b.71.1.1      -             74 d1ea9c2b.71.1.1.aln  -             90   3.1e-06   23.0   1.6   1   1   7.4e-08   3.2e-06   22.9   1.6     4    73     3    73     1    74 0.96 -
d1wzaa1b.71.1.1      -             79 d1ea9c2b.71.1.1.aln  -             90   3.3e-06   22.9   0.0   1   1   8.4e-08   3.7e-06   22.7   0.0     6    76     4    74     1    78 0.94 -
d1r7aa1b.71.1.1      -             70 d1ea9c2b.71.1.1.aln  -             90   8.5e-05   18.4   0.1   1   1   2.1e-06     9e-05   18.3   0.1     2    66     4    69     3    70 0.95 -
d1lwha1b.71.1.1      -             50 d1ea9c2b.71.1.1.aln  -             90    0.0018   14.1   0.0   1   1   4.2e-05    0.0018   14.1   0.0     6    50     4    48     1    50 0.91 -
d1gjwa1b.71.1.1      -             64 d1ea9c2b.71.1.1.aln  -             90    0.0048   12.8   0.0   1   1   0.00011     0.005   12.7   0.0     5    59     3    57     1    63 0.89 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1ea9c2b.71.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1ea9c2b.71.1.1.out -E 1 hmmModels95/d1ea9c2b.71.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:39 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1p1ja1c.2.1.3       -            411 d1ebfa1c.2.1.3.aln   -            191   5.3e-90  296.1   0.0   1   1   1.8e-91   6.5e-90  295.8   0.0     1   191    56   332    56   332 1.00 -
d1h6da1c.2.1.3       -            222 d1ebfa1c.2.1.3.aln   -            191   3.2e-43  143.5   0.1   1   1     1e-44   3.6e-43  143.4   0.1     1   189    32   221    32   222 0.99 -
d3cina1c.2.1.3       -            276 d1ebfa1c.2.1.3.aln   -            191   2.3e-40  134.2   0.2   1   1   7.5e-42   2.7e-40  134.0   0.2     1   189     1   227     1   229 0.99 -
d1gr0a1c.2.1.3       -            244 d1ebfa1c.2.1.3.aln   -            191   1.1e-33  112.4   2.0   1   1   4.1e-35   1.5e-33  112.0   2.0     2   186     2   199     1   203 0.98 -
d2g82a1c.2.1.3       -            169 d1ebfa1c.2.1.3.aln   -            191     4e-33  110.6   0.4   1   1   1.2e-34   4.5e-33  110.5   0.4     3   186     1   167     1   169 0.95 -
d2nvwa1c.2.1.3       -            238 d1ebfa1c.2.1.3.aln   -            191   3.7e-29   97.7   0.0   1   1   1.1e-30   4.1e-29   97.5   0.0     1   187    15   237    15   238 0.99 -
d1ydwa1c.2.1.3       -            185 d1ebfa1c.2.1.3.aln   -            191   1.3e-17   60.1   0.0   1   1   3.7e-19   1.3e-17   60.0   0.0     3   153     2   151     1   184 0.93 -
d1tlta1c.2.1.3       -            165 d1ebfa1c.2.1.3.aln   -            191   2.1e-16   56.1   0.0   1   1   6.7e-18   2.4e-16   55.9   0.0     2   154     1   142     1   162 0.92 -
d1zh8a1c.2.1.3       -            182 d1ebfa1c.2.1.3.aln   -            191   2.8e-16   55.6   0.0   1   1   9.4e-18   3.4e-16   55.4   0.0     1   157     2   156     2   166 0.91 -
d1qkia1c.2.1.3       -            204 d1ebfa1c.2.1.3.aln   -            191     6e-16   54.6   0.0   1   1   1.7e-17     6e-16   54.6   0.0    65   190    78   203     9   204 0.92 -
d1cf2o1c.2.1.3       -            172 d1ebfa1c.2.1.3.aln   -            191   1.2e-14   50.3   1.7   1   1   3.8e-16   1.4e-14   50.2   1.7     3   180     2   167     1   172 0.91 -
d1h9aa1c.2.1.3       -            196 d1ebfa1c.2.1.3.aln   -            191   1.7e-12   43.3   0.1   1   1   5.3e-14   1.9e-12   43.2   0.1     6   189    10   190     5   192 0.97 -
d1f06a1c.2.1.3       -            171 d1ebfa1c.2.1.3.aln   -            191   8.4e-11   37.8   0.0   1   1   2.7e-12   9.7e-11   37.6   0.0     2   186     3   169     2   171 0.91 -
d1xeaa1c.2.1.3       -            168 d1ebfa1c.2.1.3.aln   -            191   5.4e-10   35.2   0.0   1   1   1.7e-11   6.2e-10   35.0   0.0     3   149     2   143     1   158 0.94 -
d1drua1c.2.1.3       -            161 d1ebfa1c.2.1.3.aln   -            191   7.2e-10   34.8   0.1   1   1   2.1e-11   7.6e-10   34.7   0.1     2   134     2   126     1   158 0.90 -
d1t4ba1c.2.1.3       -            147 d1ebfa1c.2.1.3.aln   -            191   7.5e-08   28.2   0.0   1   1   2.5e-09     9e-08   27.9   0.0     3   168     2   132     1   144 0.87 -
d1nvmb1c.2.1.3       -            158 d1ebfa1c.2.1.3.aln   -            191   2.2e-07   26.6   0.1   1   1   7.1e-09   2.5e-07   26.4   0.1     1   111     3   139     3   153 0.81 -
d1lc0a1c.2.1.3       -            173 d1ebfa1c.2.1.3.aln   -            191   9.1e-07   24.6   0.0   1   1   3.3e-08   1.2e-06   24.3   0.0     2   188     7   173     6   173 0.93 -
d1vkna1c.2.1.3       -            177 d1ebfa1c.2.1.3.aln   -            191   5.7e-06   22.0   0.0   1   1   2.6e-07   9.4e-06   21.3   0.0     2    94     1    86     1   171 0.83 -
d1q0qa2c.2.1.3       -            152 d1ebfa1c.2.1.3.aln   -            191   1.1e-05   21.1   0.0   1   1   3.3e-07   1.2e-05   21.0   0.0     3   173     2   142     1   152 0.89 -
d1e5qa1c.2.1.3       -            183 d1ebfa1c.2.1.3.aln   -            191   1.4e-05   20.7   0.1   1   1   4.3e-07   1.5e-05   20.6   0.1     4   188     4   177     1   180 0.84 -
d1vm6a3c.2.1.3       -            129 d1ebfa1c.2.1.3.aln   -            191    0.0036   12.9   0.1   1   1    0.0014     0.051    9.1   0.1     4    58     2    47     1   126 0.50 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1ebfa1c.2.1.3.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1ebfa1c.2.1.3.out -E 1 hmmModels95/d1ebfa1c.2.1.3.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:39 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d3n9ka_c.1.8.3       -            394 d1ecea_c.1.8.3.aln   -            336   5.2e-82  271.4  21.7   1   1   1.6e-83   5.9e-82  271.2  21.7     1   335    10   381    10   382 0.99 -
d1i1wa_c.1.8.3       -            303 d1ecea_c.1.8.3.aln   -            336   7.8e-82  270.8   5.3   1   1   2.6e-83   9.7e-82  270.5   5.3    11   333     9   300     2   302 0.97 -
d1uuqa_c.1.8.3       -            410 d1ecea_c.1.8.3.aln   -            336   1.1e-58  194.7  18.1   1   1   3.5e-60   1.3e-58  194.5  18.1     2   334    20   408    19   410 0.99 -
d1odza_c.1.8.3       -            381 d1ecea_c.1.8.3.aln   -            336     6e-49  162.7  14.4   1   1   1.8e-50   6.9e-49  162.5  14.4     2   335    16   373    15   374 0.98 -
d1qw9a2c.1.8.3       -            367 d1ecea_c.1.8.3.aln   -            336   1.1e-45  152.0   2.5   1   1   3.2e-47   1.2e-45  151.8   2.5     3   335     3   364     1   365 0.98 -
d1edga_c.1.8.3       -            380 d1ecea_c.1.8.3.aln   -            336     4e-45  150.1  17.8   1   1   1.2e-46   4.5e-45  150.0  17.8     2   334    17   371    16   373 0.97 -
d1qnra_c.1.8.3       -            344 d1ecea_c.1.8.3.aln   -            336   4.2e-39  130.4  21.1   1   1   1.2e-40   4.7e-39  130.2  21.1     3   333    22   342    20   344 0.97 -
d1rh9a1c.1.8.3       -            370 d1ecea_c.1.8.3.aln   -            336     1e-38  129.1   8.0   1   1   3.3e-40   1.2e-38  128.8   8.0     1   319    19   351    19   357 0.95 -
d1hjua_c.1.8.3       -            332 d1ecea_c.1.8.3.aln   -            336   1.2e-37  125.6  15.6   1   1   3.5e-39   1.3e-37  125.4  15.6    11   329     9   326     2   332 0.94 -
d7a3ha_c.1.8.3       -            300 d1ecea_c.1.8.3.aln   -            336     3e-36  120.9  15.0   1   1   1.1e-37     4e-36  120.6  15.0    12   327    17   296    15   299 0.93 -
d2je8a5c.1.8.3       -            348 d1ecea_c.1.8.3.aln   -            336   3.4e-36  120.8   7.6   1   1   1.1e-37     4e-36  120.5   7.6     6   335    14   347    10   348 0.98 -
d1ur4a_c.1.8.3       -            387 d1ecea_c.1.8.3.aln   -            336     3e-31  104.5  16.0   1   1   9.3e-33   3.5e-31  104.3  16.0     5   332    14   380    11   384 0.98 -
d1w91a2c.1.8.3       -            347 d1ecea_c.1.8.3.aln   -            336     1e-29   99.5   0.1   1   1   3.1e-31   1.1e-29   99.3   0.1     2   335    10   344     9   345 0.97 -
d1bqca_c.1.8.3       -            302 d1ecea_c.1.8.3.aln   -            336   2.6e-29   98.1  10.5   1   1   7.8e-31   2.9e-29   98.0  10.5     4   332     5   301     2   302 0.95 -
d2vzsa5c.1.8.3       -            339 d1ecea_c.1.8.3.aln   -            336     5e-26   87.3   3.1   1   1   1.5e-27   5.6e-26   87.2   3.1     3   333     7   337     5   339 0.97 -
d1jz8a5c.1.8.3       -            292 d1ecea_c.1.8.3.aln   -            336   3.4e-25   84.6   0.4   1   1     1e-26   3.9e-25   84.4   0.4     3   299     2   272     1   291 0.94 -
d1ceoa_c.1.8.3       -            340 d1ecea_c.1.8.3.aln   -            336   4.8e-25   84.1   2.0   1   1   1.6e-26   5.9e-25   83.8   2.0     4   329     3   332     1   336 0.91 -
d1vjza_c.1.8.3       -            325 d1ecea_c.1.8.3.aln   -            336   5.5e-25   83.9   0.9   1   1   1.7e-26   6.3e-25   83.7   0.9     6   318     4   307     1   319 0.93 -
d2nt0a2c.1.8.3       -            354 d1ecea_c.1.8.3.aln   -            336   4.5e-24   80.9   0.1   1   1   1.3e-25   4.9e-24   80.8   0.1     4   333    12   347     9   350 0.97 -
d1h1na_c.1.8.3       -            305 d1ecea_c.1.8.3.aln   -            336   4.3e-22   74.4  13.9   1   1   1.2e-23   4.7e-22   74.3  13.9     7   332     4   299     1   303 0.96 -
d2v3ga_c.1.8.3       -            273 d1ecea_c.1.8.3.aln   -            336   1.8e-11   39.5  23.4   1   1     6e-13   2.2e-11   39.2  23.4    35   318    13   262     4   267 0.90 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1ecea_c.1.8.3.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1ecea_c.1.8.3.out -E 1 hmmModels95/d1ecea_c.1.8.3.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:39 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1fsga_c.61.1.1      -            233 d1ecfa1c.61.1.1.aln  -            209   1.7e-70  232.2   0.1   1   1   3.4e-72   1.9e-70  232.0   0.1     2   209    28   229    27   229 0.98 -
d1tc1a_c.61.1.1      -            184 d1ecfa1c.61.1.1.aln  -            209   8.2e-66  216.9   0.9   1   1   1.6e-67   9.1e-66  216.7   0.9    16   206     1   184     1   184 0.99 -
d1dqna_c.61.1.1      -            230 d1ecfa1c.61.1.1.aln  -            209   8.5e-56  184.2   0.1   1   1   1.8e-57   9.9e-56  183.9   0.1     1   208     1   206     1   207 0.99 -
d1qb7a_c.61.1.1      -            236 d1ecfa1c.61.1.1.aln  -            209   1.9e-52  173.2   0.0   1   1   3.9e-54   2.2e-52  173.0   0.0     2   207    20   221    19   223 0.98 -
d1xtta1c.61.1.1      -            215 d1ecfa1c.61.1.1.aln  -            209     9e-45  148.1   2.6   1   1   1.8e-46     1e-44  148.0   2.6     3   209     2   215     1   215 0.99 -
d1a3ca_c.61.1.1      -            178 d1ecfa1c.61.1.1.aln  -            209   1.2e-40  134.7   2.3   1   1   2.3e-42   1.3e-40  134.5   2.3    20   200     2   174     1   178 0.95 -
d1p4aa2c.61.1.1      -            202 d1ecfa1c.61.1.1.aln  -            209   9.3e-31  102.4   0.0   1   1   1.8e-32     1e-30  102.2   0.0     9   199    10   201     2   202 0.94 -
d1wd5a_c.61.1.1      -            208 d1ecfa1c.61.1.1.aln  -            209   2.5e-29   97.7   1.1   1   1   4.8e-31   2.7e-29   97.6   1.1     6   208     3   207     1   208 0.97 -
d1vdma1c.61.1.1      -            153 d1ecfa1c.61.1.1.aln  -            209     6e-28   93.2   0.8   1   1   1.2e-29   6.6e-28   93.0   0.8    19   185     1   144     1   153 0.94 -
d1y0ba1c.61.1.1      -            191 d1ecfa1c.61.1.1.aln  -            209     2e-26   88.2   0.2   1   1   3.7e-28   2.1e-26   88.1   0.2     7   188     5   183     1   191 0.92 -
d2aeea1c.61.1.1      -            208 d1ecfa1c.61.1.1.aln  -            209   1.2e-24   82.4   0.0   1   1   2.4e-26   1.3e-24   82.2   0.0     4   207     5   202     2   204 0.94 -
d1vcha1c.61.1.1      -            174 d1ecfa1c.61.1.1.aln  -            209   2.5e-23   78.1   0.2   1   1     5e-25   2.8e-23   77.9   0.2    16   172    12   170     2   174 0.93 -
d1nula_c.61.1.1      -            150 d1ecfa1c.61.1.1.aln  -            209   4.7e-21   70.7   0.0   1   1     1e-22   5.7e-21   70.4   0.0    21   186     2   144     1   148 0.90 -
d1ecfa1c.61.1.1      -            243 d1ecfa1c.61.1.1.aln  -            209   5.2e-06   21.5   0.0   1   1   1.5e-07   8.4e-06   20.8   0.0   112   158   100   144    51   160 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1ecfa1c.61.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1ecfa1c.61.1.1.out -E 1 hmmModels95/d1ecfa1c.61.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:39 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
